Source,EncounterNumber,EncounterID,CruiseID,KnownSpecies,FREQMAX,FREQMIN,DURATION,FREQBEG,FREQEND,FREQRANGE,FREQMEAN,FREQSTDDEV,FREQMEDIAN,FREQCENTER,FREQRELBW,FREQMAXMINRATIO,FREQBEGENDRATIO,FREQQUARTER1,FREQQUARTER2,FREQQUARTER3,FREQSPREAD,FREQCOFM,FREQSTEPUP,FREQSTEPDOWN,FREQNUMSTEPS,FREQSLOPEMEAN,FREQABSSLOPEMEAN,FREQPOSSLOPEMEAN,FREQNEGSLOPEMEAN,FREQSLOPERATIO,NUMSWEEPSUPDWN,NUMSWEEPSDWNUP,NUMSWEEPSUPFLAT,NUMSWEEPSDWNFLAT,NUMSWEEPSFLATUP,NUMSWEEPSFLATDWN,FREQSWEEPUPPERCENT,FREQSWEEPDWNPERCENT,FREQSWEEPFLATPERCENT,NUMINFLECTIONS,INFLMAXDELTA,INFLMINDELTA,INFLMAXMINDELTA,INFLMEANDELTA,INFLSTDDEVDELTA,INFLMEDIANDELTA,INFLDUR,STEPDUR,UID
C:\Users\alebi\Documents\Sonoteca_PMC_2024\S_longirostris\PMC_9_A166\Sl_PMC_9_A166_074000_Whistle_37_H.wav,PMC_9_A166,PMC_9_A166,PMC_9,S_longirostris,21843.75,11906.25,0.949,20812.5,21843.75,9937.5,15921.26397,2576.334905,15656.25,16875,0.588888889,1.834645669,0.9527897,13406.25,15468.75,17250,3750,1.65,0,0,0,993.1781701,20121.89005,19991.92629,-89602.91353,-0.223116922,1,0,9,1,10,0,77.83251232,15.7635468,6.403940887,2,0.827,0.827,1,0.827,0,0.827,2.10748156,0,4377
C:\Users\alebi\Documents\Sonoteca_PMC_2024\S_longirostris\PMC_9_A166\Sl_PMC_9_A166_075000_Whistle_02_M.wav,PMC_9_A166,PMC_9_A166,PMC_9,S_longirostris,9281.25,7687.5,1.157,8343.75,8625,1593.75,8469.323394,513.9976441,8531.25,8484.375,0.187845304,1.207317073,0.967391304,9187.5,7781.25,8156.25,1031.25,0.853125,0,0,0,253.0447663,7799.127716,18201.26488,-17798.91304,-1.022605416,2,0,7,11,8,10,37.63736264,42.03296703,20.32967033,7,0.272,0.117,2.324786325,0.184,0.068436832,0.157,6.050129646,0,4378
C:\Users\alebi\Documents\Sonoteca_PMC_2024\S_longirostris\PMC_9_A166\Sl_PMC_9_A166_075000_Whistle_23_.wav,PMC_9_A166,PMC_9_A166,PMC_9,S_longirostris,15562.5,8812.5,0.997,8812.5,14343.75,6750,13478.55718,2007.686084,14343.75,12187.5,0.553846154,1.765957447,0.614379085,11812.5,15281.25,13687.5,3468.75,1.209375,0,0,0,5698.529412,13118.31551,24779.92958,-18750,-1.321596244,1,3,9,4,6,7,50,33.82352941,16.17647059,7,0.257,0.011,23.36363636,0.109333333,0.088883444,0.0765,7.02106319,0,4379
C:\Users\alebi\Documents\Sonoteca_PMC_2024\S_longirostris\PMC_9_A166\Sl_PMC_9_A166_075000_Whistle_57_.wav,PMC_9_A166,PMC_9_A166,PMC_9,S_longirostris,11531.25,8343.75,0.57,9281.25,11531.25,3187.5,8904.513889,828.372476,8531.25,9937.5,0.320754717,1.382022472,0.804878049,8343.75,8437.5,9187.5,843.75,0.365625,0,0,0,3907.293057,7762.433244,24012.70604,-25781.25,-0.931401931,1,0,4,2,5,1,41.45299145,31.1965812,27.35042735,4,0.208,0.016,13,0.119333333,0.096836632,0.134,7.01754386,0,4380
C:\Users\alebi\Documents\Sonoteca_PMC_2024\S_longirostris\PMC_9_A166\Sl_PMC_9_A166_075000_Whistle_74_.wav,PMC_9_A166,PMC_9_A166,PMC_9,S_longirostris,21000,12656.25,1.088,12656.25,21000,8343.75,16471.64634,2064.496535,16312.5,16828.125,0.495821727,1.659259259,0.602678571,15000,16312.5,17156.25,2062.5,0.80625,0,0,0,7735.906863,7735.906863,18787.20238,0,0,1,0,23,0,23,0,57.18309859,21.4084507,21.4084507,1,0,0,0,0,0,0,0,0,4381
C:\Users\alebi\Documents\Sonoteca_PMC_2024\S_longirostris\PMC_9_A166\Sl_PMC_9_A166_073000_Whistle_38_.wav,PMC_9_A166,PMC_9_A166,PMC_9,S_longirostris,16875,8062.5,0.78,16875,8062.5,8812.5,12773.59694,2592.227003,13500,12468.75,0.706766917,2.093023256,2.093023256,14156.25,15375,10312.5,4875,1.3125,0,0,0,-11380.87084,18006.97162,17915.01323,-27155.85443,-0.659710902,0,0,2,2,2,2,27.48538012,64.9122807,7.602339181,2,0.213,0.213,1,0.213,0,0.213,2.564102564,0,4382
C:\Users\alebi\Documents\Sonoteca_PMC_2024\S_longirostris\PMC_9_A166\Sl_PMC_9_A166_075000_Whistle_12_H.wav,PMC_9_A166,PMC_9_A166,PMC_9,S_longirostris,25875,12187.5,1.168,25875,19968.75,13687.5,15354.54545,2954.122177,14531.25,19031.25,0.719211823,2.123076923,1.295774648,13593.75,12468.75,15562.5,4148.4375,1.95,0,0,0,-5151.255708,18572.65166,17706.54045,-39360.11905,-0.449859931,1,0,4,5,5,4,51.87969925,39.09774436,9.022556391,2,0.629,0.629,1,0.629,0,0.629,1.712328767,0,4383
C:\Users\alebi\Documents\Sonoteca_PMC_2024\S_longirostris\PMC_9_A166\Sl_PMC_9_A166_075000_Whistle_41_.wav,PMC_9_A166,PMC_9_A166,PMC_9,S_longirostris,14625,7593.75,0.283,7593.75,14625,7031.25,12090.27778,2121.161095,12890.625,11109.375,0.632911392,1.925925926,0.519230769,10218.75,12843.75,13593.75,3328.125,0.646875,0,0,0,25000,25000,32317.07317,0,0,1,0,1,0,1,0,81.25,9.375,9.375,1,0,0,0,0,0,0,0,0,4384
C:\Users\alebi\Documents\Sonoteca_PMC_2024\S_longirostris\PMC_9_A166\Sl_PMC_9_A166_080000_Whistle_16_M.wav,PMC_9_A166,PMC_9_A166,PMC_9,S_longirostris,20718.75,11718.75,0.688,11718.75,20531.25,9000,18654.08654,2268.410188,19593.75,16218.75,0.554913295,1.768,0.570776256,17531.25,19593.75,20718.75,3093.75,0.76875,0,0,0,12731.866,13313.26135,28963.97783,-18750,-1.544745484,0,0,11,1,10,2,56.88073394,22.47706422,20.64220183,1,0,0,0,0,0,0,0,0,4385
C:\Users\alebi\Documents\Sonoteca_PMC_2024\S_longirostris\PMC_9_A166\Sl_PMC_9_A166_071000_Whistle_24_.wav,PMC_9_A166,PMC_9_A166,PMC_9,S_longirostris,16218.75,9937.5,0.762,9937.5,16218.75,6281.25,13785.80729,1666.364209,14156.25,13078.125,0.480286738,1.632075472,0.612716763,12562.5,14156.25,15093.75,2460.9375,0.590625,0,0,0,8522.727273,8522.727273,18190.29851,0,0,1,0,25,0,25,0,66.98113208,16.50943396,16.50943396,1,0,0,0,0,0,0,0,0,4386
C:\Users\alebi\Documents\Sonoteca_PMC_2024\S_longirostris\PMC_9_A166\Sl_PMC_9_A166_074000_Whistle_11_M.wav,PMC_9_A166,PMC_9_A166,PMC_9,S_longirostris,18843.75,13500,1.419,15656.25,13500,5343.75,17070.57584,1697.524839,17531.25,16171.875,0.330434783,1.395833333,1.159722222,18093.75,18843.75,17343.75,3000,1.003125,0,0,0,-1400.54377,7222.576531,18436.43707,-22487.7451,-0.819843741,0,0,9,15,8,16,36.82242991,37.94392523,25.23364486,7,0.443,0.053,8.358490566,0.167166667,0.143806004,0.136,4.933051445,0,4387
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_11_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,15843.75,8531.25,0.922,8718.75,14906.25,7312.5,11731.14224,2319.202663,11812.5,12187.5,0.6,1.857142857,0.58490566,14250,13781.25,8906.25,4500,2.578125,0,0,0,6696.428571,29170.10735,35255.17451,-36678.73989,-0.961188269,3,0,0,4,3,1,52.29357798,37.1559633,10.55045872,6,0.299,0.043,6.953488372,0.1696,0.110933764,0.218,6.507592191,0,4388
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_13_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,17437.5,10125,0.8,10125,17437.5,7312.5,13205.71192,1855.304044,13218.75,13781.25,0.530612245,1.722222222,0.580645161,14718.75,13125,11531.25,3140.625,1.771875,0,0,0,9324.404762,23220.2381,25966.47036,-22174.20213,-1.171021632,2,0,0,1,1,0,61.58536585,33.53658537,4.87804878,3,0.294,0.256,1.1484375,0.275,0.026870058,0.275,3.75,0,4389
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_15_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,17156.25,11531.25,0.745,12187.5,13500,5625,14305.85106,1884.484229,14625,14343.75,0.392156863,1.487804878,0.902777778,16968.75,11531.25,15093.75,3093.75,1.565625,0,0,0,1833.545918,22815.68878,39214.69156,-29974.4898,-1.308268859,0,0,2,1,1,2,38.70967742,43.31797235,17.97235023,3,0.304,0.155,1.961290323,0.2295,0.10535891,0.2295,4.026845638,0,4390
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_17_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,20437.5,7687.5,1.888,14906.25,11812.5,12750,13375.6162,4330.706363,12656.25,14062.5,0.906666667,2.658536585,1.261904762,17343.75,17343.75,17906.25,8437.5,8.4,3,3,6,-1760.492333,45669.39064,92522.32143,-37311.50794,-2.479726137,3,0,1,6,4,3,27.10997442,68.03069054,4.859335038,8,0.459,0.106,4.330188679,0.24,0.155141871,0.124,4.237288136,3.177966102,4391
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_21_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,20437.5,9468.75,0.618,11531.25,17343.75,10968.75,14332.53205,2889.153754,14156.25,14953.125,0.73354232,2.158415842,0.664864865,16781.25,12375,12468.75,4406.25,2.653125,0,0,0,9654.017857,45483.75924,35533.23413,-83125,-0.427467478,2,1,0,0,0,0,78.07017544,21.92982456,0,3,0.261,0.134,1.947761194,0.1975,0.089802561,0.1975,4.854368932,0,4392
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_29_H.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,16593.75,7781.25,0.475,7781.25,13031.25,8812.5,13138.54167,3001.433595,14343.75,12187.5,0.723076923,2.13253012,0.597122302,10125,16125,16406.25,5367.1875,1.659375,0,0,0,11188.30257,39769.76324,51537.13474,-35329.86111,-1.458741504,3,1,0,1,1,0,51.02040816,42.85714286,6.12244898,5,0.177,0.044,4.022727273,0.08025,0.064582634,0.05,10.52631579,0,4393
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_31_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,7500,5812.5,0.384,7500,6750,1687.5,6360.873288,501.8693651,6281.25,6656.25,0.253521127,1.290322581,1.111111111,6656.25,6187.5,5906.25,750,0.24375,0,0,0,-2039.930556,6901.041667,17500,-17881.94444,-0.978640777,1,0,1,6,2,5,32.8,45.6,21.6,2,0.101,0.101,1,0.101,0,0.101,5.208333333,0,4394
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_35_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,19312.5,9281.25,2.39,10968.75,16968.75,10031.25,14192.99833,2764.521753,14625,14296.875,0.701639344,2.080808081,0.64640884,15187.5,19312.5,10406.25,4125,2.5875,0,0,0,2576.929209,10973.37372,18284.74613,-32996.55388,-0.554141084,1,0,37,7,37,7,55.03649635,27.59124088,17.37226277,3,0.705,0.48,1.46875,0.5925,0.159099026,0.5925,1.255230126,0,4395
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_38_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,18468.75,8250,4.182,9937.5,13875,10218.75,12585.78822,2701.958229,12281.25,13359.375,0.764912281,2.238636364,0.716216216,14437.5,14156.25,11812.5,4781.25,4.5375,0,1,1,1005.603134,11057.07908,20648.78353,-26267.85714,-0.786085573,2,1,48,29,49,29,48.62542955,34.96563574,16.40893471,10,1.156,0.075,15.41333333,0.442,0.404441281,0.192,2.391200383,0.239120038,4396
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_39_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,10968.75,6843.75,0.214,10968.75,7500,4125,8078.506098,1155.618957,7875,8906.25,0.463157895,1.602739726,1.4625,8812.5,7875,6937.5,1687.5,0.3375,0,0,0,-16679.6875,22460.9375,57812.5,-28993.05556,-1.994011976,1,0,0,3,1,2,15.68627451,72.54901961,11.76470588,2,0.011,0.011,1,0.011,0,0.011,9.345794393,0,4397
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_43_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,24375,9187.5,1.904,18000,9187.5,15187.5,17131.89595,5156.865511,16781.25,16781.25,0.905027933,2.653061224,1.959183673,21187.5,12937.5,23437.5,10359.375,6.646875,0,2,2,-4451.780712,35270.35814,48255.40414,-37916.58709,-1.27267267,0,1,9,5,8,6,38.51674641,54.06698565,7.416267943,4,0.453,0.378,1.198412698,0.423,0.03968627,0.438,2.100840336,1.050420168,4398
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_45_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,12375,5343.75,0.159,5343.75,12375,7031.25,8222.782258,1936.067043,8343.75,8859.375,0.793650794,2.315789474,0.431818182,6375,8343.75,9281.25,2859.375,0.665625,0,0,0,44561.0119,44561.0119,44561.0119,0,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,4399
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_50_H.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,19500,5718.75,1.019,6375,17156.25,13781.25,12424.80469,3613.108933,11531.25,12609.375,1.092936803,3.409836066,0.371584699,12375,9187.5,11343.75,5156.25,3.815625,0,1,1,10683.90052,40064.04263,35899.4709,-93526.78571,-0.383841598,2,1,4,0,4,0,76.8115942,18.84057971,4.347826087,3,0.438,0.139,3.151079137,0.2885,0.211424928,0.2885,2.944062807,0.981354269,4400
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_52_H.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,14625,9937.5,0.794,13593.75,14625,4687.5,11384.375,1132.546869,11156.25,12281.25,0.381679389,1.471698113,0.929487179,11062.5,10125,11250,1687.5,0.76875,0,0,0,1337.787632,10586.94871,21152.21088,-19140.625,-1.105095099,1,0,3,13,4,12,43.45794393,41.12149533,15.42056075,2,0.336,0.336,1,0.336,0,0.336,2.518891688,0,4401
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_55_H.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,18937.5,10031.25,1.424,11531.25,18750,8906.25,13666.51119,2835.942605,13078.125,14484.375,0.614886731,1.887850467,0.615,10312.5,12656.25,16031.25,5062.5,1.359375,0,0,0,5098.816212,9803.872392,21164.9886,-18474.26471,-1.145647144,0,0,20,8,19,9,52.41545894,29.71014493,17.87439614,3,0.955,0.384,2.486979167,0.6695,0.403757972,0.6695,2.106741573,0,4402
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_56_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,14250,7593.75,0.166,7593.75,14250,6656.25,9911.132813,1828.335809,9515.625,10921.875,0.60944206,1.87654321,0.532894737,8531.25,9468.75,10687.5,2156.25,0.590625,0,0,0,39796.947,39796.947,41123.5119,0,0,1,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,4403
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_57_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,22875,8156.25,3.77,8156.25,19312.5,14718.75,15038.13559,3314.489614,15000,15515.625,0.948640483,2.804597701,0.422330097,13031.25,14718.75,10312.5,5062.5,18.946875,2,1,3,2900.207113,51865.90725,53777.28175,-62263.93885,-0.863698679,9,7,4,3,5,2,53.06905371,41.68797954,5.242966752,19,0.23,0.144,1.597222222,0.185111111,0.025204782,0.1885,5.039787798,0.795755968,4404
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_60_H.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,14437.5,9375,0.997,13593.75,14437.5,5062.5,11171.70878,1367.942271,10968.75,11906.25,0.42519685,1.54,0.941558442,10875,9375,11062.5,2203.125,0.853125,0,0,0,977.6069519,9426.327349,19455.35714,-18808.46088,-1.034393897,1,0,2,14,3,13,43.79844961,42.24806202,13.95348837,2,0.421,0.421,1,0.421,0,0.421,2.006018054,0,4405
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_65_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,20531.25,7687.5,4.245,15937.5,13031.25,12843.75,12641.07591,3109.801113,12187.5,14109.375,0.910299003,2.670731707,1.223021583,12937.5,10781.25,13031.25,4500,5.596875,0,1,1,-1039.7972,13937.4327,20451.23079,-32573.42896,-0.627850105,3,1,36,34,38,32,47.77070064,38.39854413,13.83075523,8,0.96,0.032,30,0.505142857,0.418403485,0.464,1.884570082,0.23557126,4406
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_68_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,18187.5,11718.75,0.378,11718.75,17718.75,6468.75,15680.98958,2152.485982,16171.875,14953.125,0.432601881,1.552,0.661375661,13781.25,16125,17812.5,3890.625,0.6375,0,0,0,16200.32696,18753.14386,22560.87662,-22656.25,-0.995790416,0,0,2,0,1,1,76.74418605,13.95348837,9.302325581,1,0,0,0,0,0,0,0,0,4407
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_69_H.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,15281.25,9375,1.397,12843.75,15281.25,5906.25,11532.67586,1582.02431,11343.75,12328.125,0.479087452,1.63,0.840490798,10968.75,9468.75,12000,2625,0.91875,0,0,0,1743.968103,6695.576609,18124.26815,-17531.37066,-1.033819232,1,0,7,30,8,30,44.05594406,36.36363636,19.58041958,2,0.64,0.64,1,0.64,0,0.64,1.431639227,0,4408
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_70_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,18843.75,6281.25,1.413,12562.5,11343.75,12562.5,13008.34117,3846.001914,13171.875,12562.5,1,3,1.107438017,7687.5,17625,15093.75,5625,5.68125,1,0,1,-738.712938,42460.41105,54197.30392,-43693.77045,-1.240389725,3,0,3,4,5,2,42.19269103,51.49501661,6.312292359,7,0.288,0.064,4.5,0.208833333,0.079680403,0.2245,4.953998585,0.707714084,4409
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_74_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,20531.25,8156.25,1.333,11156.25,16406.25,12375,14881.59861,3380.914845,15281.25,14343.75,0.862745098,2.517241379,0.68,11343.75,10406.25,13125,5578.125,8.8125,0,1,1,3539.285714,69176.78571,68859.91613,-84584.40722,-0.814097047,2,3,3,5,1,7,53.7593985,42.48120301,3.759398496,9,0.176,0.112,1.571428571,0.14525,0.021952872,0.147,6.751687922,0.750187547,4410
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_75_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,17343.75,5531.25,1.536,17343.75,8062.5,11812.5,10394.2474,3020.298066,10312.5,11437.5,1.032786885,3.13559322,2.151162791,12375,10312.5,7031.25,4406.25,1.7625,0,0,0,-6166.294643,12437.99603,37630.20833,-19273.50976,-1.952431539,2,2,3,14,3,14,21.97530864,63.20987654,14.81481481,8,0.261,0.027,9.666666667,0.134142857,0.098702294,0.085,5.208333333,0,4411
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_81_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,18000,8812.5,1.312,8906.25,12093.75,9187.5,12706.35121,2835.421444,12750,13406.25,0.685314685,2.042553191,0.736434109,12468.75,14718.75,14062.5,5250,5.746875,1,1,2,2498.91115,46194.46864,49910.71429,-59061.02826,-0.845070189,6,3,1,6,3,4,52,41.45454545,6.545454545,13,0.267,0.01,26.7,0.096833333,0.083788514,0.0665,9.908536585,1.524390244,4412
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_84_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,20437.5,9375,0.96,10781.25,20250,11062.5,15507.59669,3304.75157,15656.25,14906.25,0.742138365,2.18,0.532407407,16593.75,18750,10218.75,4875,5.1375,0,1,1,10328.62103,55988.34325,55264.1369,-68489.58333,-0.806898425,2,2,1,0,0,1,59.47368421,36.84210526,3.684210526,5,0.239,0.161,1.48447205,0.2,0.033316662,0.2,5.208333333,1.041666667,4413
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_90_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,9656.25,6468.75,0.224,9656.25,6468.75,3187.5,8382.994186,1011.630033,8531.25,8062.5,0.395348837,1.492753623,1.492753623,9375,8531.25,7593.75,1828.125,0.31875,0,0,0,-14508.92857,14508.92857,0,-19042.96875,0,0,0,0,0,0,1,9.803921569,80.39215686,9.803921569,0,0,0,0,0,0,0,0,0,4414
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_92_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,8906.25,5812.5,0.385,8906.25,8343.75,3093.75,6606.164384,875.569317,6281.25,7359.375,0.420382166,1.532258065,1.06741573,6937.5,5812.5,5812.5,1406.25,0.50625,0,0,0,-1562.5,14583.33333,33482.14286,-21527.77778,-1.555299539,1,0,1,1,2,0,33.91304348,46.95652174,19.13043478,2,0.096,0.096,1,0.096,0,0.096,5.194805195,0,4415
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_97_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,10218.75,4406.25,0.357,10218.75,8906.25,5812.5,7024.356618,1761.090967,6984.375,7312.5,0.794871795,2.319148936,1.147368421,8437.5,6281.25,4687.5,3046.875,0.9375,0,0,0,-3651.385928,29117.80384,42656.25,-23864.51863,-1.787433916,1,1,0,0,0,0,30.3030303,69.6969697,0,2,0.106,0.106,1,0.106,0,0.106,5.602240896,0,4416
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_98_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,10968.75,4968.75,0.475,10968.75,7968.75,6000,6862.5,1405.456237,6515.625,7968.75,0.752941176,2.20754717,1.376470588,7406.25,6375,5343.75,1757.8125,0.75,0,0,0,-6495.786517,19136.23596,40178.57143,-26526.16279,-1.514677104,1,0,0,5,1,4,25.40983607,60.6557377,13.93442623,2,0.075,0.075,1,0.075,0,0.075,4.210526316,0,4417
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_99_H.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,22312.5,8625,1.451,9375,16312.5,13687.5,12141.14011,3161.330733,11250,15468.75,0.884848485,2.586956522,0.574712644,10312.5,19500,9937.5,4781.25,4.65,1,1,2,4840.959821,32782.13629,35046.17172,-74509.80392,-0.470356515,4,2,5,7,7,6,58.1920904,29.66101695,12.14689266,11,0.454,0.011,41.27272727,0.1344,0.141206075,0.0935,7.580978635,1.378359752,4418
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_101_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,9843.75,5718.75,0.517,9843.75,7312.5,4125,6759.566327,1040.608003,6375,7781.25,0.530120482,1.721311475,1.346153846,7312.5,6281.25,5812.5,1476.5625,0.496875,0,0,0,-4857.787187,11107.78719,21651.78571,-22123.72449,-0.978668204,1,0,1,5,2,4,28.84615385,51.92307692,19.23076923,2,0.085,0.085,1,0.085,0,0.085,3.868471954,0,4419
C:\Users\Gabriel Teixeira\Desktop\Trabalho\SocioAmbiental\Reanalise agosto 2024\A051_T.truncatus\ROCCA\Tt_Per_01_A51_130000_Whistle_106_M.wav,Per_01_A51,Per_01_A51,Per_01,T_truncatus,10031.25,5250,0.432,10031.25,5250,4781.25,6644.817073,1485.782611,6187.5,7640.625,0.625766871,1.910714286,1.910714286,7500,6187.5,5343.75,2132.8125,0.45,0,0,0,-11188.2716,11188.2716,0,-22656.25,0,0,0,0,7,0,7,21.01449275,57.97101449,21.01449275,0,0,0,0,0,0,0,0,0,4420
